ID,Title,IMDb,Netflix,Hulu,Prime Video,Disney+,Genres,Runtime
478,Beasts of No Nation,7.7,1,0,0,0,Drama,137
479,Time Trap,6.5,1,0,0,0,Action,87
480,Final Destination 2,6.2,1,0,0,0,Horror,90
481,Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,7.1,1,0,0,0,Comedy,74
482,Dance Academy: The Movie,7,1,0,0,0,Drama,101
483,White Fang,6.9,1,0,0,1,Adventure,107
484,All the Bright Places,6.5,1,0,0,0,Drama,107
485,Elena,7.6,1,0,1,0,Crime,109
486,Underworld: Rise of the Lycans,6.6,1,0,0,0,Action,92
487,Talaash,7.2,1,0,0,0,Crime,140
488,Kevin Hart: Laugh at My Pain,7.4,1,0,0,0,Documentary,89
489,Gridiron Gang,6.9,1,0,0,0,Biography,125
490,Hot Rod,6.7,1,0,1,0,Comedy,88
491,Bee Movie,6.1,1,0,0,0,Animation,91
492,Trash,7.2,1,0,0,0,Adventure,114
493,The Photographer of Mauthausen,6.7,1,0,0,0,Biography,110
494,He's Just Not That Into You,6.4,1,0,0,0,Comedy,129
495,Forks Over Knives,7.7,1,0,0,0,Documentary,96
496,Bandits,6.5,1,0,1,0,Comedy,123
497,Sanju,7.8,1,0,0,0,Biography,155
498,Blame!,6.7,1,1,1,0,Animation,106
499,Quincy,7.6,1,0,0,0,Crime,60
500,DragonHeart,6.5,1,0,0,0,Action,103
501,Bad Day for the Cut,6.5,1,0,0,0,Action,99
502,We the Animals,6.9,1,0,0,0,Drama,94
503,Soul Surfer,7,1,0,0,0,Biography,112
504,Rocko's Modern Life: Static Cling,7,1,0,0,0,Animation,45
505,Haywire,5.8,1,0,0,0,Action,93
506,Pink,8.1,1,0,0,0,Drama,136
507,Stuart Little,5.9,1,0,0,0,Adventure,84
508,Cutie and the Boxer,7.2,1,0,0,0,Documentary,82
509,The World Is Yours,6.4,1,0,0,0,Comedy,102
510,Berlin Syndrome,6.3,1,0,0,0,Drama,116
511,Furie,5.8,1,0,0,0,Action,134
512,Big Miracle,6.5,1,0,0,0,Biography,107
513,Tramps,6.5,1,0,0,0,Comedy,82
514,Parmanu: The Story of Pokhran,7.7,1,0,0,0,Action,129
515,Kursk,6.6,1,0,0,0,Action,117
516,Deep Impact,6.2,1,0,0,0,Action,120
517,The Kindergarten Teacher,6.7,1,0,0,0,Drama,96
518,Stonehearst Asylum,6.8,1,0,0,0,Drama,112
519,"Nick Kroll & John Mulaney: Oh, Hello on Broadway",7.8,1,0,0,0,,
520,The Wandering Earth,6,1,0,0,0,Action,125
521,Bon Cop Bad Cop,6.8,1,0,0,0,Action,116
522,Melvin Goes to Dinner,6.8,1,0,0,0,Comedy,83
523,Chappaquiddick,6.5,1,0,0,0,Drama,106
524,Miles Davis: Birth of the Cool,7.4,1,0,0,0,Documentary,115
525,Mission Control: The Unsung Heroes of Apollo,7.5,1,0,0,0,Documentary,101
526,Dukhtar,7,1,0,0,0,Drama,93
527,Red Dawn,6.4,1,0,0,0,Action,114
528,Kaabil,7.1,1,0,0,0,Action,139
529,The Company Men,6.7,1,0,0,0,Drama,104
530,Studio 54,6.9,1,0,0,0,Drama,93
531,The Case for Christ,6.2,1,0,0,0,Biography,112
532,Outside In,6.6,1,0,0,0,Drama,109
533,Mowgli: Legend of the Jungle,6.5,1,0,0,0,Adventure,104
534,Errementari: The Blacksmith and the Devil,6.3,1,0,0,0,Fantasy,98
535,Jimmy Neutron: Boy Genius,6,1,0,0,0,Animation,82
536,World Trade Center,5.9,1,0,1,0,Drama,129
537,I Am Kalam,8,1,0,1,0,Comedy,88
538,PEEPLI [Live],7.4,1,0,0,0,Comedy,95
539,My Scientology Movie,6.7,1,0,0,0,Documentary,99
540,Latin History for Morons: John Leguizamo's Road to Broadway,7.5,1,0,0,0,,
541,Mortal Kombat,5.8,1,0,0,0,Action,101
542,Behind the Curve,6.5,1,0,0,0,Documentary,96
543,Soni,7.2,1,0,0,0,Crime,110
544,Carriers,6,1,0,0,0,Adventure,84
545,Tig,7.4,1,0,0,0,Documentary,95
546,Patton Oswalt: Annihilation,7.2,1,0,0,0,Documentary,66
547,Trixie Mattel: Moving Parts,7.3,1,0,0,0,Documentary,91
548,Petta,7.3,1,0,0,0,Action,171
549,The Bill Murray Stories: Life Lessons Learned from a Mythical Man,7,1,0,0,0,Documentary,70
550,Can't Hardly Wait,6.5,1,0,0,0,Comedy,100
551,The Confirmation,6.4,1,0,0,0,Comedy,101
552,The First Wives Club,6.4,1,0,1,0,Comedy,103
553,Colonia,7.1,1,0,0,0,Biography,110
554,Free Fire,6.4,1,0,0,0,Action,91
555,Life As We Know It,6.5,1,0,0,0,Comedy,114
556,To All the Boys: P.S. I Still Love You,6,1,0,0,0,Comedy,101
557,Cop Car,6.3,1,0,0,0,Crime,88
558,Urban Cowboy,6.3,1,0,0,0,Drama,132
559,Above the Rim,6.6,1,0,0,0,Crime,96
560,Screwball,7.1,1,0,0,0,Documentary,105
561,Prosecuting Evil: The Extraordinary World of Ben Ferencz,7.3,1,0,0,0,Documentary,83
562,The Incident,6.4,1,0,0,0,Crime,107
563,Resident Evil: Extinction,6.3,1,0,0,0,Action,94
564,American Assassin,6.2,1,0,0,0,Action,112
565,Rang De Basanti,8.2,1,0,0,0,Comedy,167
566,Open Season,6.1,1,0,0,0,Animation,86
567,Strong Island,6.4,1,0,0,0,Documentary,107
568,Resident Evil: Apocalypse,6.2,1,0,0,0,Action,94
569,Smoke & Mirrors,6.9,1,0,0,0,Biography,123
570,Sky Ladder: The Art of Cai Guo-Qiang,7.3,1,0,0,0,Documentary,76
571,Kate & Leopold,6.4,1,0,0,0,Comedy,118
572,Raiders!: The Story of the Greatest Fan Film Ever Made,6.9,1,0,0,0,Documentary,106
573,Then Came You,7,1,0,0,0,Adventure,97
574,The Forest of Love,6.4,1,0,0,0,Crime,151
575,I Called Him Morgan,7.3,1,0,0,0,Documentary,92
576,The Money Pit,6.4,1,0,0,0,Comedy,91
577,The Angel,6.6,1,0,1,0,Drama,114
578,Burlesque,6.4,1,0,0,0,Drama,119
579,My Masterpiece,7.1,1,0,0,0,Comedy,100
580,Mr. Church,7.6,1,0,0,0,Comedy,104
581,Murder Mystery,6,1,0,0,0,Action,97
582,Audrie & Daisy,7.2,1,0,0,0,Documentary,95
583,Miss Hokusai,6.7,1,0,0,0,Animation,93
584,Dumplin',6.6,1,0,0,0,Comedy,110
585,The Invention of Lying,6.4,1,0,0,0,Comedy,100
586,Breath,6.7,1,0,1,0,Drama,115
587,Kodachrome,6.8,1,0,0,0,Drama,105
588,Operation Red Sea,6.7,1,0,0,0,Action,142
589,Murder Party,5.8,1,0,0,0,Comedy,79
590,Woodstock: Three Days That Defined a Generation,7.6,1,0,0,0,Documentary,106
591,Laggies,6.4,1,0,0,0,Comedy,99
592,Eye for an Eye,6.6,1,0,1,0,Thriller,98
593,Cowspiracy: The Sustainability Secret,8.3,1,0,0,0,Documentary,90
594,Eddie Murphy: Delirious,8.2,1,0,0,0,Comedy,69
595,The Aerial,7.4,1,0,0,0,Drama,99
596,Fire in Paradise,7.4,1,0,0,0,Documentary,39
597,Cookie's Fortune,6.8,1,0,0,0,Comedy,118
598,Before I Wake,6.2,1,0,0,0,Drama,97
599,Layla M.,6.7,1,0,0,0,Drama,98
600,Mountain,7.2,1,0,0,0,Documentary,74
601,Center Stage,6.7,1,0,0,0,Drama,115
602,Mr. Right,6.3,1,0,0,0,Action,95
603,Tamasha,7.3,1,0,0,0,Comedy,139
604,Just Another Love Story,7.2,1,0,0,0,Crime,100
605,Quartet,6.8,1,0,0,0,Comedy,98
606,Dil Chahta Hai,8.1,1,0,0,0,Comedy,183
607,"Bikram: Yogi, Guru, Predator",6.7,1,0,0,0,Documentary,86
608,Dolphin Tale 2,6.4,1,0,0,0,Drama,107
609,No One Killed Jessica,7.2,1,0,0,0,Biography,136
610,I Am Bolt,7.1,1,0,0,0,Documentary,107
611,Evolution,6.1,1,1,1,0,Comedy,101
612,BuyBust,5.8,1,0,0,0,Action,127
613,Advantageous,6.2,1,0,0,0,Drama,90
614,The Iron Lady,6.4,1,0,0,0,Biography,105
615,Son of a Gun,6.5,1,0,0,0,Action,108
616,Rugrats in Paris: The Movie,6.1,1,0,0,0,Animation,78
617,On My Skin,7.3,1,0,0,0,Biography,100
618,Sweetheart,5.7,1,0,0,0,Adventure,82
619,Raees,6.8,1,0,0,0,Action,143
620,The Rover,6.4,1,0,0,0,Action,103
621,Paan Singh Tomar,8.2,1,0,0,0,Action,135
622,The Other Side of the Wind,6.8,1,0,0,0,Drama,122
623,The Garden of Words,7.5,1,0,0,0,Animation,46
624,The Legend of 420,6.7,1,0,0,0,Documentary,87
625,Let It Fall: Los Angeles 1982-1992,7.7,1,0,0,0,Documentary,144
626,Manto,7.4,1,0,0,0,Biography,112
627,Rainbow,8,1,0,0,0,Drama,106
628,Walking Out,5.8,1,0,0,0,Adventure,95
629,Holy Hell,7.1,1,0,0,0,Documentary,100
630,After,5.4,1,0,1,0,Drama,105
631,Jersey Boys,6.8,1,0,0,0,Biography,134
632,Flavors of Youth,6.6,1,0,0,0,Animation,74
633,Nappily Ever After,6.4,1,0,0,0,Comedy,98
634,Final Destination 3,5.8,1,0,0,0,Horror,93
635,"To Wong Foo, Thanks for Everything! Julie Newmar",6.6,1,0,0,0,Comedy,109
636,Elizabeth: The Golden Age,6.8,1,0,0,0,Biography,114
637,37 Seconds,7.3,1,0,0,0,Drama,115
638,A Futile and Stupid Gesture,6.8,1,0,0,0,Biography,101
639,The Green Hornet,5.8,1,0,0,0,Action,119
640,Dear John,6.3,1,0,0,0,Drama,108
641,Heroin(e),6.8,1,0,0,0,Documentary,39
642,Guzaarish,7.4,1,0,0,0,Drama,126
643,Imperial Dreams,6.8,1,0,0,0,Drama,87
644,Between Two Ferns: The Movie,6.1,1,0,0,0,Comedy,82
645,13 Sins,6.3,1,0,0,0,Horror,93
646,Kiss the Girls,6.6,1,0,1,0,Crime,115
647,Newness,6.4,1,0,0,0,Drama,117
648,Mr. Roosevelt,6.2,1,0,0,0,Comedy,90
649,Justin Timberlake + The Tennessee Kids,7.8,1,0,0,0,Documentary,90
650,Battle: Los Angeles,5.7,1,0,0,0,Action,116
651,Hondros,7.5,1,0,0,0,Documentary,90
652,When We First Met,6.4,1,0,0,0,Comedy,97
653,(T)ERROR,6.6,1,0,1,0,Documentary,84
654,Kuch Kuch Hota Hai,7.6,1,0,0,0,Comedy,177
655,Trailer Park Boys: The Movie,7.2,1,0,0,0,Comedy,95
656,G.O.R.A.,8,1,0,0,0,Adventure,127
657,Phantom Boy,6.6,1,0,0,0,Animation,84
658,Survivor's Guide to Prison,7.1,1,0,0,0,Documentary,102
659,Transcendence,6.3,1,0,0,0,Action,119
660,Jagga Jasoos,6.5,1,0,0,0,Action,161
661,The Perfect Date,5.8,1,0,0,0,Comedy,89
662,A Fortunate Man,7.2,1,0,0,0,Drama,162
663,Kahaani,8.1,1,0,0,0,Mystery,122
664,Andaz Apna Apna,8.2,1,0,1,0,Action,160
665,Let It Snow,5.8,1,0,0,0,Comedy,92
666,Middle School: The Worst Years of My Life,6.1,1,0,0,0,Comedy,92
667,The Little Hours,5.8,1,0,0,0,Comedy,90
668,Aval,6.8,1,0,0,0,Horror,137
669,The Unknown Known,7,1,0,0,0,Documentary,103
670,Kahlil Gibran's The Prophet,7.1,1,0,0,0,Animation,85
671,The Princess Switch,6,1,0,0,0,Romance,101
672,The Blackcoat's Daughter,5.9,1,0,0,0,Horror,93
673,What We Started,7,1,0,0,0,Documentary,94
674,Let There Be Light,7.4,1,0,1,0,Drama,91
675,Into the Forest,5.8,1,0,0,0,Drama,101
676,God Knows Where I Am,7.3,1,0,0,0,Documentary,97
677,Stuart Little 2,5.4,1,0,0,0,Animation,77
678,The Rolling Stones: Olé Olé Olé! ??A Trip Across Latin America,7.5,1,0,0,0,Documentary,105
679,Sand Storm,6.8,1,0,0,0,Drama,87
680,From Paris with Love,6.5,1,0,1,0,Action,92
681,Luck by Chance,7,1,0,0,0,Drama,156
682,I Am Jane Doe,6.8,1,0,0,0,Documentary,91
683,Pee-wee's Big Holiday,6.1,1,0,0,0,Comedy,90
684,Promised Land,6.6,1,0,0,0,Drama,106
685,Carrie Pilby,6.6,1,0,0,0,Comedy,98
686,Seeing Allred,6.8,1,0,0,0,Documentary,96
687,Goldstone,6.5,1,0,0,0,Crime,110
688,The Signal,6.1,1,0,0,0,Drama,97
689,The Red Sea Diving Resort,6.5,1,0,0,0,Drama,129
690,Self/less,6.5,1,0,0,0,Action,117
691,The Burial of Kojo,6.4,1,0,0,0,Drama,80
692,Horse Girl,5.9,1,0,0,0,Drama,103
693,Headshot,6.3,1,0,0,0,Action,92
694,Joan Didion: The Center Will Not Hold,7.4,1,0,0,0,Documentary,94
695,Circle,6,1,0,0,0,Drama,87
696,Chris Rock: Tamborine,6.5,1,0,0,0,Comedy,64
697,The Monster,5.4,1,0,1,0,Drama,91
698,Sergio,6.1,1,0,0,0,Biography,118
699,The C Word,7.6,1,0,0,0,Comedy,30
700,John Mulaney: New in Town,8.3,1,0,0,0,Comedy,60
701,In the Shadow of the Moon,6.2,1,0,0,0,Crime,115
702,Mirror Mirror,5.6,1,0,1,0,Adventure,106
703,Hasee Toh Phasee,6.8,1,0,0,0,Comedy,141
704,Bhavesh Joshi Superhero,7.6,1,0,0,0,Action,154
705,Brooklyn's Finest,6.7,1,0,1,0,Crime,132
706,Wakefield,6.3,1,0,0,0,Drama,106
707,Wish I Was Here,6.7,1,0,0,0,Comedy,106
708,Lu Over the Wall,6.8,1,0,0,0,Animation,112
709,Man of Tai Chi,6.1,1,0,0,0,Action,105
710,Comedian,6.9,1,0,0,0,Documentary,82
711,Alive and Kicking,6.6,1,0,0,0,Comedy,94
712,The Secret,5.6,1,0,0,0,Crime,106
713,Louis C.K.: Hilarious,8.5,1,0,0,0,Comedy,82
714,Notes on Blindness,7.1,1,0,0,0,Documentary,90
715,The Kissing Booth,6.1,1,0,0,0,Comedy,105
716,Horns,6.5,1,0,0,0,Comedy,120
717,Emelie,5.4,1,0,0,0,Horror,82
718,Best Worst Thing That Ever Could Have Happened...,7.5,1,0,0,0,Documentary,95
719,Go!,5.9,1,0,0,0,Comedy,102
720,First Match,6.3,1,0,0,0,Drama,102
721,Grass is Greener,7.2,1,0,0,0,Documentary,97
722,The Short Game,7.4,1,0,0,0,Documentary,99
723,Sunday's Illness,6.9,1,0,0,0,Drama,113
724,Ten Years,6.7,1,0,1,0,Comedy,100
725,Chicken Little,5.7,1,0,0,1,Animation,81
726,Kicking and Screaming,6.8,1,0,0,0,Comedy,95
727,The Ravenous,5.9,1,0,0,0,Documentary,21
728,Animal World,6.5,1,0,0,0,Animation,30
729,Michelle Wolf: Joke Show,7.1,1,0,0,0,Comedy,59
730,Kevin Hart: Let Me Explain,6.8,1,0,0,0,Documentary,75
731,Fun with Dick and Jane,6.2,1,0,0,0,Comedy,90
732,Seoul Searching,7.1,1,0,0,0,Comedy,105
733,The Keeping Hours,6.3,1,0,0,0,Drama,91
734,Kickboxer: Retaliation,5,1,0,0,0,Action,110
735,Weed the People,7,1,0,0,0,Documentary,97
736,Time Share,6,1,0,0,0,Drama,96
737,Johnny English Reborn,6.3,1,0,0,0,Action,101
738,Fire in the Blood,7.7,1,0,0,0,Documentary,87
739,Dil Dhadakne Do,6.8,1,0,0,0,Comedy,170
740,6 Days,6.2,1,0,0,0,Action,94
741,Morris from America,6.2,1,0,0,0,Comedy,91
742,Joshua: Teenager vs. Superpower,7,1,0,0,0,Documentary,79
743,Highway,7.7,1,0,0,0,Crime,133
744,Sweet Virginia,6.2,1,0,0,0,Drama,93
745,Chloe,6.3,1,0,0,0,Drama,96
746,Manson Family Vacation,5.8,1,0,0,0,Comedy,84
747,Benji,6.3,1,0,0,0,Crime,87
748,Roll Red Roll,7.1,1,0,0,0,Documentary,80
749,All About Nina,6,1,0,0,0,Comedy,97
750,Heartbreakers,6.2,1,0,0,0,Comedy,123
751,Mercury 13,6.8,1,0,0,0,Documentary,78
752,Kevin Hart: What Now?,5.9,1,0,0,0,Documentary,96
753,"Michael Bolton's Big, Sexy Valentine's Day Special",6.7,1,0,0,0,Comedy,54
754,All Day and a Night,5.9,1,0,0,0,Drama,121
755,ARQ,6.4,1,0,0,0,Action,88
756,Nighthawks,6.4,1,0,0,0,Action,99
757,Quién te cantará,7,1,0,0,0,Drama,125
758,Romeo Must Die,6.1,1,0,0,0,Action,115
759,Love Off the Cuff,6.5,1,0,0,0,Romance,121
760,47 Meters Down,5.6,1,0,0,0,Adventure,89
761,Udaan,8.2,1,0,0,0,Drama,134
762,Barakah Meets Barakah,6.2,1,0,0,0,Comedy,88
763,Ghost Rider,5.2,1,0,0,0,Action,110
764,FYRE: The Greatest Party That Never Happened,7.2,1,0,0,0,Documentary,97
765,Cardboard Gangsters,6.4,1,0,0,0,Crime,92
766,Khosla Ka Ghosla!,8.3,1,0,0,0,Comedy,135
767,Sierra Burgess Is a Loser,5.8,1,0,0,0,Comedy,105
768,Same Kind of Different as Me,6.6,1,0,0,0,Biography,119
769,Cult of Chucky,5.2,1,0,0,0,Comedy,91
770,Tremors 2: Aftershocks,6,1,0,0,0,Action,100
771,May the Devil Take You,6,1,0,0,0,Horror,110
772,Invader ZIM: Enter the Florpus,7.5,1,0,0,0,Animation,71
773,Dovlatov,6.4,1,0,0,0,Biography,126
774,Jupiter Ascending,5.3,1,0,0,0,Action,127
775,The Occupant,6.3,1,0,0,0,Drama,103
776,Shutter,7.1,1,0,0,0,Horror,97
777,E-Team,7.1,1,0,0,0,Documentary,88
778,Class Rank,6.4,1,0,0,0,Comedy,108
779,Wildling,5.5,1,0,0,0,Drama,92
780,Velvet Buzzsaw,5.7,1,0,0,0,Horror,113
781,Win It All,6.2,1,0,0,0,Comedy,88
782,Sprinter,6,1,0,0,0,Drama,114
783,Palm Trees in the Snow,7.4,1,0,0,0,Drama,163
784,Nacho Libre,5.7,1,0,0,0,Comedy,92
785,Chasing Trane,7.3,1,0,0,0,Documentary,99
786,Lady J,6.9,1,0,0,0,Drama,109
787,Voyeur,6.2,1,0,0,0,Drama,98
788,The Breaker Upperers,5.9,1,0,0,0,Comedy,90
789,Dinner for Schmucks,5.9,1,0,0,0,Comedy,114
790,Mike Birbiglia: My Girlfriend's Boyfriend,8,1,0,1,0,Documentary,76
791,School Daze,6,1,0,0,0,Comedy,121
792,The Knight Before Christmas,5.5,1,0,0,0,Adventure,92
793,Mitt,6.9,1,0,0,0,Documentary,94
794,Terrifier,5.6,1,0,0,0,Horror,82
795,Resident Evil: Afterlife,5.8,1,0,0,0,Action,96
796,Conor McGregor: Notorious,7.2,1,0,0,0,Documentary,90
797,Khoobsurat,6.4,1,0,0,0,Comedy,130
798,Game Over,7.1,1,0,0,0,Adventure,96
799,The Ballad of Lefty Brown,6.3,1,0,0,0,Action,111
800,Main Hoon Na,7,1,0,0,0,Action,179
801,The Untold Tales of Armistead Maupin,7.6,1,0,0,0,Documentary,90
802,The Space Between Us,6.4,1,0,0,0,Drama,120
803,The Physician,7.2,1,0,0,0,Adventure,155
804,Karthik Calling Karthik,7,1,0,0,0,Drama,135
805,Ginger & Rosa,6.3,1,0,0,0,Drama,90
806,White Girl,5.7,1,0,0,0,Crime,88
807,The Time Machine,6,1,0,0,0,Action,96
808,Look Who's Back,7.1,1,0,0,0,Comedy,116
809,Ellen DeGeneres: Relatable,6.5,1,0,0,0,Comedy,68
810,Kabhi Alvida Naa Kehna,6.1,1,0,0,0,Drama,193
811,The Drug King,6.1,1,0,0,0,Action,139
812,Long Time Running,7.8,1,0,0,0,Documentary,97
813,Maps to the Stars,6.2,1,0,0,0,Comedy,111
814,Lovesong,6.3,1,0,1,0,Drama,84
815,Looney Tunes: Back in Action,5.7,1,0,0,0,Animation,93
816,Homecoming: A Film by Beyoncé,7.4,1,0,0,0,Documentary,137
817,A Christmas Prince,5.7,1,0,1,0,Comedy,92
818,Occupation,5.1,1,0,0,0,Action,119
819,Marc Maron: Too Real,7.2,1,0,0,0,Comedy,70
820,Steal a Pencil for Me,7.5,1,0,0,0,Documentary,94
821,"Faith, Hope & Love",6.1,1,0,0,0,Comedy,106
822,The Bling Ring,5.6,1,0,0,0,Biography,90
823,Pokémon the Movie: The Power of Us,6.3,1,0,0,0,Animation,100
824,Chronicle of an Escape,7.2,1,0,0,0,Crime,103
825,The Tourist,6,1,0,0,0,Action,103
826,God of War,6.4,1,0,0,0,Action,
827,Menashe,6.5,1,0,0,0,Drama,82
828,Lez Bomb,5,1,0,0,0,Comedy,90
829,National Bird,7.1,1,0,0,0,Documentary,92
830,System Crasher,7.9,1,0,0,0,Drama,125
831,The 36th Chamber of Shaolin,7.7,1,0,1,0,Action,116
832,What a Girl Wants,5.8,1,0,0,0,Comedy,105
833,Candy Jar,5.8,1,0,0,0,Comedy,92
834,He Named Me Malala,6.9,1,0,0,0,Documentary,88
835,Te3n,7.3,1,0,0,0,Drama,136
836,Race to Witch Mountain,5.7,1,0,0,0,Action,98
837,A Gray State,6.2,1,0,0,0,Documentary,93
838,Chupke Chupke,8.4,1,0,1,0,Comedy,146
839,The Land of Steady Habits,6.2,1,0,0,0,Comedy,98
840,A Night at the Roxbury,6.3,1,0,1,0,Comedy,82
841,Neon Genesis Evangelion: Death and Rebirth,7.5,1,0,0,0,Animation,101
842,My Big Night,6,1,0,0,0,Comedy,100
843,Song for Marion,7,1,0,0,0,Comedy,90
844,The Discovery,6.3,1,0,0,0,Drama,102
845,The Laundromat,6.3,1,0,0,0,Comedy,95
846,Gol Maal,8.6,1,0,1,0,Comedy,120
847,Lifechanger,5.4,1,0,0,0,Drama,84
848,Would You Rather,5.7,1,0,0,0,Horror,93
849,The Butterfly's Dream,7.8,1,0,0,0,Biography,138
850,Vizontele,8,1,0,0,0,Comedy,110
851,Hasan Minhaj: Homecoming King,8.3,1,0,0,0,Comedy,73
852,Una,6.2,1,0,0,0,Drama,94
853,Bethany Hamilton: Unstoppable,7.3,1,0,0,0,Documentary,100
854,Alone in Berlin,6.5,1,0,0,0,Drama,103
855,Dhobi Ghat,7,1,0,0,0,Drama,100
856,Burning Sands,6.1,1,0,0,0,Drama,96
857,The Great Hack,7,1,0,0,0,Documentary,114
858,We Are Your Friends,6.2,1,0,0,0,Drama,96
859,Barry,5.8,1,0,0,0,Action,30
860,John Mulaney: The Comeback Kid,7.9,1,0,0,0,Comedy,62
861,The Rugrats Movie,5.9,1,0,0,0,Animation,79
862,Bill Burr: You People Are All The Same,8.3,1,0,0,0,Comedy,69
863,Bill Nye: Science Guy,6.1,1,0,0,0,Documentary,101
864,Hit & Run,6.1,1,0,0,0,Action,100
865,Kabir Singh,7.1,1,0,0,0,Crime,173
866,The Most Unknown,6.6,1,0,0,0,Documentary,92
867,Mean Dreams,6.3,1,0,0,0,Thriller,108
868,Ali Wong: Hard Knock Wife,7.4,1,0,0,0,Comedy,64
869,Trophy,7.3,1,0,0,0,Documentary,108
870,Dream Big: Engineering Our World,6.4,1,0,0,0,Documentary,42
871,Toilet - Ek Prem Katha,7.2,1,0,0,0,Comedy,155
872,Pope Francis: A Man of His Word,6.1,1,0,0,0,Documentary,96
873,68 Kill,6,1,0,0,0,Comedy,93
874,Head On,6.5,1,0,0,0,Drama,104
875,Berserk: The Golden Age Arc II - The Battle for Doldrey,7.8,1,0,0,0,Animation,95
876,Waar,7.9,1,0,0,0,Action,130
877,14 Blades,6.3,1,0,0,0,Action,114
878,"Live Twice, Love Once",7.2,1,0,0,0,Comedy,101
879,Triple Threat,5.5,1,0,0,0,Action,96
880,Earth to Echo,5.8,1,0,0,0,Adventure,91
881,Buster's Mal Heart,6.1,1,0,0,0,Drama,96
882,1000 Rupee Note,7.3,1,0,0,0,Drama,89
883,40 Days and 40 Nights,5.6,1,0,0,0,Comedy,96
884,Taylor Swift: Reputation Stadium Tour,8.3,1,0,0,0,Documentary,125
885,Hannibal Buress: Comedy Camisado,6.6,1,0,0,0,Comedy,83
886,Tokyo Idols,6.8,1,0,0,0,Documentary,90
887,Bhool Bhulaiyaa,7.3,1,0,0,0,Comedy,159
888,Dev.D,8,1,0,0,0,Drama,144
889,John Mulaney & The Sack Lunch Bunch,7.5,1,0,0,0,Comedy,70
890,Eli,5.7,1,0,1,0,Drama,53
891,City of Joy,7.3,1,0,1,0,Drama,132
892,Beyond Skyline,5.3,1,0,0,0,Action,106
893,Ninja Assassin,6.3,1,0,0,0,Action,99
894,"As Above, So Below",6.2,1,0,0,0,Horror,93
895,The Oath,6.4,1,1,0,0,Crime,60
896,The Cloverfield Paradox,5.5,1,0,0,0,Adventure,102
897,Concussion,5.6,1,0,0,0,Biography,123
898,Little Monsters,6.1,1,1,0,0,Comedy,93
899,Dil Se..,7.6,1,0,0,0,Drama,163
900,Berserk: The Golden Age Arc III - The Advent,7.9,1,0,0,0,Animation,110
901,The Core,5.5,1,0,1,0,Action,135
902,2 States,6.9,1,0,0,0,Comedy,149
903,The Rum Diary,6.2,1,0,0,0,Comedy,119
904,Being AP,6.5,1,0,0,0,Documentary,103
905,6 Balloons,5.8,1,0,0,0,Drama,74
906,Q Ball,6.8,1,0,0,0,Documentary,96
907,Knock Down the House,6.9,1,0,0,0,Documentary,87
908,Soorma,7.4,1,0,0,0,Biography,131
909,EMO the Musical,6.1,1,0,0,0,Comedy,94
910,Abducted in Plain Sight,6.8,1,0,0,0,Documentary,91
911,Secret in Their Eyes,6.3,1,0,0,0,Crime,111
912,Bon Cop Bad Cop 2,6.6,1,0,0,0,Action,126
913,Sólo con tu pareja,6.9,1,0,1,0,Comedy,94
914,Rustom,7.1,1,0,0,0,Crime,148
915,The Debt Collector,5.7,1,0,1,0,Action,95
916,Been So Long,5.4,1,0,0,0,Drama,100
917,Rampant,6.3,1,0,0,0,Action,121
918,Automata,6.1,1,0,0,0,Action,109
919,A Little Chaos,6.5,1,0,0,0,Drama,112
920,Don't Be Afraid of the Dark,5.6,1,0,0,0,Fantasy,99
921,Paheli,6.5,1,0,0,0,Comedy,140
922,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,7,1,0,0,0,Short,30
923,Someone Great,6.2,1,0,0,0,Comedy,92
924,Monty Python Live at the Hollywood Bowl,7.9,1,0,0,0,Documentary,77
925,The 4th Company,6.2,1,0,0,0,Action,109
926,Amanda Knox,6.9,1,0,0,0,Documentary,92
927,My Suicide,7.2,1,0,0,0,Comedy,107
928,Anon,6.1,1,0,0,0,Crime,100
929,Brain on Fire,6.6,1,0,0,0,Biography,88
930,Gurgaon,6.6,1,0,0,0,Crime,107
931,A Bad Moms Christmas,5.6,1,0,0,0,Comedy,104
932,Scary Movie 2,5.3,1,0,0,0,Comedy,83
933,Failure to Launch,5.6,1,0,0,0,Comedy,97
934,Set It Up,6.5,1,0,0,0,Comedy,105
935,The Golem,5.6,1,0,0,0,Drama,95
936,David Brent: Life on the Road,6.3,1,0,0,0,Comedy,96
937,Waiting for the Hearse,8.1,1,0,0,0,Comedy,94
938,Atlantics,6.7,1,0,0,0,Drama,106
939,Lost Girls,6.1,1,0,0,0,Drama,95
940,Lost in London,6.2,1,1,0,0,Comedy,103
941,The Force,6.7,1,0,0,0,Crime,
942,Jonathan,5.9,1,0,0,0,Drama,95
943,Chennai Express,6,1,0,0,0,Action,141
944,Berserk: The Golden Age Arc I - The Egg of the King,7.6,1,0,0,0,Animation,76
945,To the Bone,6.8,1,0,0,0,Drama,107
946,Kabali,6.2,1,0,1,0,Action,153
947,Popeye,5.3,1,0,0,0,Adventure,114
948,Natsamrat,9.1,1,0,0,0,Drama,166
949,Get Santa,6.2,1,0,0,0,Comedy,102
950,Like Father,6.1,1,0,0,0,Comedy,98
